dam_name,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,other_structure_id,longitude,latitude,section_township_range,county,stream_or_river,nearest_downstream_city,distance_to_nearest_city,owner_name,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type_nid,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,hazard,eap,eap_revision_date,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulated_dam,state_regulatory_agency,fed_agency_involvement_funding,fed_agency_involvement_design,fed_agency_involvement_construction,fed_agency_involvement_regulatory,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_owner,fed_agency_involvement_other,source_agency,state,dam_number,status_code,island,classified_by,watershed_authority,tmk,tmk2,dam_type,spillway_size,spillway_protection,spillway_length,spillway_wall_height,outlet_type,spillway_control,ferc_status,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,district_code,cong_rep_district,cong_rep,cong_rep_party,ferc_info,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,classification_received_date,classification_date,section,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,submit_date,url,condition_assessment_detail_alt,data_owner,permitting_agency,nid_owners,legal_quarter_4,number_separate_structures_alt,other_structure_id_alt,legal_quarter_3,legal_quarter_2,record_id,longitude_degrees,size_nid,hazard_nid,dam_status_description,spillway_type_nid,outlet_type_nid,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,annual_cert_year,added_state,added_year_data_refers_to,crest_elevation,coe_district,drainage_area_acres,fpp,low_level_release_facility,structure,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,eap_last_exercised,municipalities,annual_cert_date,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,town,max_volume,state_defined_dam,drinking_water,comments,classification,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
PAUWELA RESERVOIR,,,MA-0096,HI00096,,-156.322558,20.919013,,Maui,LIIKOI GULCH,Haiku,0.4,East Maui Irrigation Company,P,,FALSE,RE,,,I,1904,,270,47,42,37,47,590,142,98,142,6.8,1.19,High,TRUE,2011-05-01T00:00:00,12/4/14,5,CONDITIONALLY FAIR,,9/1/10,U,14,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kuiaha,2019-02-07T00:03:00,2019-02-07T00:19:00,Earthen,Intermediate,Bare Soil,142,7,Downstream Control,Uncontrolled,Channel,FALSE,Walk,21.5,Downstream,14 Inch Diameter,32,30,Bare Soil,23,Bare Soil,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kuiaha,Paved,Car,Bare Soil,Bare Soil,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDER,Alexander Reservoir,,KA-0098,HI00098,,-159.525787,21.957129,,Kauai,WAHIAWA STREAM,WAHIAWA CAMP 2,5,"Alexander & Baldwin, Inc. (Morvis); McBryde Resources Inc.",P,,FALSE,RE,,,H,1931,,600,112,119,119,112,621,2540,1070,2540,31.5,2.86,High,TRUE,2017-11-14T06:47:00,10/5/17,5,CONDITIONALLY FAIR,,10/1/09,U,393,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Wahiawa,2019-02-04T00:09:00,,Earthen,Large,Concrete,590,6,Downstream Control,Uncontrolled,Channel,FALSE,wade through tunnel,,Downstream,,46,19,Ungrouted Riprap,23,Vegetation,State Regulated Dam,6/1/09,,,,,,http://waterdata.usgs.gov/hi/nwis/uv/?site_no=16051500&PARAmeter_cd=00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,L,H,Active,FALSE,,Wahiawa,Gravel,4x4 (wet conditions only),Concrete,Ungrouted Riprap,Vegetation,Hydroelectric; Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAITA RESERVOIR,,,KA-0099,HI00099,,-159.453101,21.910661,,Kauai,WAIHOHONU STREAM OFFSTREAM,Koloa,0.2,Grove Farm Company (Haruki),P,,FALSE,RE,,,I,1906,,3250,23,28,27,23,2000,9900,3400,9900,650,3.36,High,TRUE,2018-05-02T10:11:00,4/6/16,5,CONDITIONALLY FAIR,,6/1/09,U,65,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Mahaulepu,2019-02-08T00:01:00,,Earthen,Intermediate,Dumped Rock,470,6,Upstream Control in Tower,Uncontrolled,Channel,FALSE,Bridge,,Upstream,4.5' w by 3' ht,17,32,Ungrouted Riprap,32,Bare Soil,State Regulated Dam,6/1/09,,,,,,http://hawaiipacioosapplication-1672159924.us-east-1.elb.amazonaws.com/Login.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Mahaulepu,Unpaved,4x4 (wet conditions only),Dumped Rock,Ungrouted Riprap,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAPA RESERVOIR,,,KA-0100,HI00100,,-159.572544,21.914944,,Kauai,OFFSTREAM,Eleele,0.1,"Alexander & Baldwin, Inc. (Morvis); Kauai Coffee Company",P,,FALSE,RE,,,I,1901,1954,1780,21,24,23,21,,50,26,50,4.12,0.0064,High,TRUE,2018-07-06T00:00:00,7/10/18,5,POOR,,10/1/09,N,0,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Wahiawa,2019-02-01T00:01:00,,Earthen,Small,,0,0,Downstream Control,,None Found,FALSE,Walk,,18 Iinch PVC pipe sliplined in a steel conduit.  Butterfly valve on the Downstream side.  No free release.,18 inch PVC Pipe sliplined in steel conduit with ,0,29.5,Ungrouted Riprap,28,Bare Soil,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Wahiawa,Unpaved,Car,,Ungrouted Riprap,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUKIWAI RESERVOIR,KCOF Reservoir #12,,KA-0101,HI00101,,-159.559118,21.905734,,Kauai,FED BY IRRIGATION DITCH,Numila,0.5,"Alexander & Baldwin, Inc. (Morvis); Kauai Coffee Company",P,,FALSE,RE,,,I,1910,,1200,33,20,35,33,,56,50,56,6,0.0094,High,TRUE,2018-07-06T13:38:00,3/9/17,5,POOR,,10/1/09,U,26,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Wahiawa,2019-02-02T00:01:00,,Earthen,Small,Dumped Rock,0,0,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,22X32,9,26,Dumped Rock,27,Dumped Rock,State Regulated Dam,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Wahiawa,Unpaved,4x4 (wet conditions only),Dumped Rock,Dumped Rock,Dumped Rock,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOLEAU RESERVOIR,KCOF Reservoir #6,,KA-0102,HI00102,,-159.534513,21.900026,,Kauai,FED BY IRRIGATION DITCH,Kalaheo,1,"Alexander & Baldwin, Inc. (Morvis); Kauai Coffee Company",P,,FALSE,RE,,,I,1902,,750,48,45,41,48,,148,107,148,4.6,0.2,Low,TRUE,2018-07-18T13:09:00,3/9/17,5,CONDITIONALLY FAIR,,10/1/09,U,3.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kalaheo,2019-02-03T00:10:00,,Earthen,Intermediate,Concrete,44,3,Downstream Control,Uncontrolled,Tunnel,FALSE,Walk,,Downstream,43448,30,26,Dumped Rock,31,Dumped Rock,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,L,Active,FALSE,,Kalaheo,Unpaved,4x4 (wet conditions only),Concrete,Dumped Rock,Dumped Rock,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEPO RESERVOIR,,,KA-0103,HI00103,,-159.493113,21.912687,,Kauai,UNNAMED GULCH,KUKUIULA,2,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1901,1954,440,70,74,69,70,600,457,381,457,14.4,0.17,High,TRUE,2017-11-13T00:00:00,4/17/18,5,CONDITIONALLY FAIR,,8/1/09,U,2.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Aepo,2019-02-06T00:03:00,,Earthen,Intermediate,Bare Soil,50,0,Upstream Control in Tower,Uncontrolled,Pipe,FALSE,Bridge,,Upstream,,11,18.5,Vegetation,27,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Aepo,Unpaved,4x4 (wet conditions only),Bare Soil,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUINAWAI RESERVOIR,,,KA-0104,HI00104,,-159.496785,21.921723,,Kauai,POELEELE STREAM,Lawai Homesteads,0.1,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1902,,335,48,48,48,48,680,196,145,196,8,0.28,High,TRUE,2017-11-13T14:13:00,11/10/16,5,CONDITIONALLY FAIR,,8/1/09,U,17,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Waikomo,2019-02-05T00:10:00,,Earthen,Intermediate,Grouted Riprap,113,7.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,18 Inch HDPE Pipe Sliplined (ungrouted) in 24 Inch Concrete Pipe,18 Inch,16,19,Mowed Grass,21,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Waikomo,Unpaved,4x4 (wet conditions only),Grouted Riprap,Mowed Grass,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELIMA RESERVOIR,No. 5 Reservoir,,KA-0105,HI00105,,-159.531674,21.929962,,Kauai,KALAHEO GULCH,Kalaheo,0.1,"Alexander & Baldwin, Inc. (Morvis); McBryde Resources Inc.",P,,FALSE,RE,,,I,1901,,700,38,28,37,38,567,126,91,126,10.1,0.24,High,TRUE,2017-11-14T00:00:00,4/5/18,5,POOR,,10/1/09,U,45,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kalaheo,2019-02-04T00:07:00,,Earthen,Small,Bare Soil,29,0,Upstream Control,Uncontrolled,Channel,FALSE,On Dam,,Upstream,20 Inch Diameter,0,17,Vegetation,24.5,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Kalaheo,Unpaved,4x4 (wet conditions only),Bare Soil,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUMANO RESERVOIR,Komano Reservoir,,KA-0106,HI00106,,-159.497421,21.900293,,Kauai,LAWAI STREAM,Lawai Homesteads,0.9,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1902,,400,48,36,32,48,,175,150,175,8,0.11,High,TRUE,2017-12-05T06:29:00,11/17/16,5,POOR,,8/1/09,N,0,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Lawai,2019-02-06T00:03:00,,Earthen,Intermediate,,0,0,Downstream Control,,None Found,FALSE,Walk,,Downstream,8 Inch,11.5,19,Mowed Grass,33,Dumped Rock,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Lawai,Unpaved,4x4 (wet conditions only),,Mowed Grass,Dumped Rock,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUU O HEWA RESERVOIR,,,KA-0107,HI00107,,-159.470918,21.935845,,Kauai,TR-WAIHOHONU STREAM OFFSTREAM,KOLOA,1.7,Eric A. Knudsen Trust,P,,FALSE,RE,,,I,1915,,540,23,33,21,23,320,115,73,115,8.3,0.24,High,TRUE,2013-04-11T00:00:00,5/23/17,5,CONDITIONALLY FAIR,,11/1/09,U,12,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Mahaulepu,2019-02-07T00:02:00,,Earthen,Small,Concrete,60,4,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,12 Inch Diameter,0,29,Bare Soil,35,Bare Soil,State Regulated Dam,6/1/09,,,,,,,540,560.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Mahaulepu,Unpaved,4x4 (wet conditions only),Concrete,Bare Soil,Bare Soil,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUPALE RESERVOIR,,,KA-0108,HI00108,,-159.495728,21.904992,,Kauai,TR-LAWAI STREAM,Lawai Homesteads,0.6,"A & B Properties, Inc.; Alexander & Baldwin, Inc. (Morvis)",P,,FALSE,RE,,,I,1910,,500,49,50,44,49,,240,222,240,11,0.25,High,TRUE,2017-11-13T13:49:00,11/17/16,5,UNSATISFACTORY,,8/1/09,U,10,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Lawai,2019-02-06T00:03:00,,Earthen,Intermediate,Bare Soil,183,0,Upstream Control,Uncontrolled,Channel,FALSE,Walk,,Upstream,18-24,0,16.2,Vegetation,23,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,U,Lawai,Unpaved,4x4 (wet conditions only),Bare Soil,Vegetation,Vegetation,Irrigation; Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPUOLONO RESERVOIR,No. 8 Reservoir,,KA-0109,HI00109,,-159.536125,21.920425,,Kauai,KALAHEO GULCH,Kalaheo,0.1,"Alexander & Baldwin, Inc. (Morvis); Kauai Coffee Company",P,,FALSE,RE,,,I,1910,,680,45,50,45,45,,450,415,450,23,1.96,High,TRUE,2018-07-06T00:00:00,7/10/18,5,POOR,,10/1/09,U,0,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kalaheo,2019-02-02T00:01:00,2019-02-03T00:10:00,Earthen,Intermediate,Bare Soil,0,0,Upstream Control,Uncontrolled,Channel,FALSE,on dam (crest),,Hydraulically Operated Inclined Sluice Gate,,0,18,Ungrouted Riprap,22,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,U,Kalaheo,Gravel,Car,Bare Soil,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
