dam_name,classification,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,longitude,latitude,county,stream_or_river,nearest_downstream_city,fed_agency_owner,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,max_discharge,max_storage,normal_storage,surface_area,drainage_area_acres,hazard,eap,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulatory_agency,state,added_state,added_year_data_refers_to,cong_rep,cong_rep_district,cong_rep_party,eap_revision_date,distance_to_nearest_city,drainage_area,fed_agency_involvement_other,fed_agency_involvement_construction,fed_agency_involvement_design,fed_agency_involvement_funding,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_involvement_regulatory,nid_height,nid_storage,other_structure_id,owner_name,section_township_range,source_agency,state_regulated_dam,submit_date,url,crest_elevation,dam_number,coe_district,fpp,low_level_release_facility,structure,watershed_authority,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,longitude_degrees,eap_last_exercised,municipalities,ferc_status,ferc_info,annual_cert_date,annual_cert_year,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,status_code,town,max_volume,spillway_size,state_defined_dam,drinking_water,comments,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,classified_by,classification_received_date,classification_date,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,permitting_agency,nid_owners,island,hazard_nid,spillway_type_nid,outlet_type_nid,district_code,tmk,tmk2,spillway_control,spillway_protection,spillway_length,spillway_wall_height,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,section,condition_assessment_detail_alt,data_owner,number_separate_structures_alt,other_structure_id_alt,outlet_type,record_id,dam_type_nid,size_nid,dam_status_description,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_4,legal_quarter_3,legal_quarter_2,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
Folly Lake Orchards Dam,II,HARRISON LAKE DAM A,,097-011-01331,GA02266,-82.463056,33.523333,McDuffie,GERMANY CREEK,SCUFFLETOWN,"Folly Lake Orchards, Inc.",P,UNKNOWN,FALSE,RE,X,U,I,1959,,810,24,0,,0,1207,516,86,0,L,NR,,5,,,, U,,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folly Lake Orchards Lake Dam B,II,HARRISON FARMS LAKE DAM B,,097-012-01332,GA02267,-82.465278,33.538333,McDuffie,UNKNOWN,,"Folly Lake Orchards, Inc.",P,UNKNOWN,FALSE,RE,X,U,I,1984,,0,23,0,,0,1564,506,96,0,L,NR,,5,,,, U,12 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glacier Ledge Lake Dam,II,,,097-036-04851,GA04841,-82.45,33.373611,McDuffie,UNKNOWN,,"Pratt, Fred",P,SCS,FALSE,RE,X,U,P,1991,,735,22,0,19,0,169,128,16,,L,NR,,5,,,, U,12 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harling Lake Dam,II,,,097-010-01330,GA01856,-82.449167,33.353889,McDuffie,UNKNOWN,BRADSHAW LAKE COMMUNITY,"Harling, Dietrich",P,SCS,FALSE,RE,X,U,R,1959,,540,22,0,,0,175,104,17,200,L,NR,,5,,,, U,12 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Lake Dam,II,,,097-005-01297,GA02260,-82.389444,33.469444,McDuffie,KIOKEE CREEK,,"Howard, R. M.",P,SCS,FALSE,RE,X,U,R,1957,,300,31,0,,0,85,56,7,0,L,NR,,5,,,, U,10 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Pond Dam,II,,,097-009-01325,GA02253,-82.46,33.366667,McDuffie,UNKNOWN,,"Adams, Raymond",P,UNKNOWN,FALSE,RE,X,U,R,1948,,1160,26,0,,0,236,189,18,0,L,NR,,5,,,, U,10 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokeys Lake Dam,E,,,097-004-01290,GA00265,-82.4325,33.463333,McDuffie,,,"Cofer, James Edward",P,Uknown,FALSE,RE,X,U,R,0,,525,15,0,,0,37,,,750,L,NR,,5,,,, U,,X,,,,,FALSE,FALSE,FALSE,FALSE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcduffie P.F.A. Lake Dam 7 E,II,,,097-030-02823,GA04861,-82.414444,33.381667,McDuffie,UNKNOWN,,Georgia Game & Fish Division,S,MCGAHEE,FALSE,RE,X,U,R,1950,,1350,16,0,,0,131,84,14,291,L,NR,,5,,,, U,,X,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcduffie Public Fishing Area Lake Dam 1e,E,,,097-025-02818,GA00661,-82.421389,33.375833,McDuffie,,,Georgia Game and Fish Division,L,MCGAHEE,FALSE,RE,X,U,R,0,,830,15,0,,0,23,17,,648,L,NR,,5,,,, U,,X,,,,,FALSE,FALSE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcduffie Public Fishing Area Lake Dam 3w,E,,,097-022-01281,GA00356,-82.424167,33.382222,McDuffie,FORT BRANCH,,Georgia Game and Fish Division,X,Uknown,TRUE,RE,X,U,R,0,,260,10,0,,0,8.75,6,,545,L,NR,,5,,,, U,12 FT.,X,,,,,TRUE,TRUE,TRUE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcduffie Public Fishing Area Lake Dam 6e,E,,,097-029-02822,GA00363,-81.411944,32.381389,McDuffie,,,Georgia Game and Fish Division,L,Uknown,FALSE,RE,X,U,R,0,,415,14,0,,0,27,,,60,L,NR,,5,,,, U,,X,,,,,FALSE,FALSE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcduffie Public Fishing Lake Dam 2w,E,,,097-021-02814,GA00502,-82.424444,33.381389,McDuffie,,,Georgia Game and Fish Division,L,Uknown,FALSE,RE,X,U,R,0,,365,15,0,,0,19,14,3,,L,NR,,5,,,, U,,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcneil Irrigation Pond Dam,II,,,097-006-01322,GA02265,-82.535556,33.493611,McDuffie,MATTOX CREEK,THOMSON ENVIRONS,"Mcneal, John",P,SCS,FALSE,RE,X,U,R,1978,,440,25,0,,0,1315,375,60,0,L,NR,,5,,,, U,24 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips Lake Dam,E,,,097-019-02044,GA04865,-82.422222,33.370278,McDuffie,FORT CREEK,,"Phillips, Bennie",P,UNKNOWN,FALSE,RE,X,U,R,0,,560,8,0,,0,69,27,11,,L,NR,,5,,,, U,36 INCHES,X,,,,,FALSE,FALSE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Knox Lake (Middle),II,,,097-033-04303,GA04838,-82.5575,33.520278,McDuffie,UNKNOWN,,"Knox, Robert E.",P,KNOX CONSTRUCTION,FALSE,RE,X,U,R,1978,,595,28,0,,0,52,45,4,,L,NR,,5,,,, U,36 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Knox Lake (South),II,,,097-034-04302,GA04840,-82.5575,33.513056,McDuffie,UNKNOWN,,"Knox, Robert E.",P,KNOX CONSTRUCTION,FALSE,RE,X,U,R,1978,,535,28,0,,0,65,52,5,58,L,NR,,5,,,, U,12 INCHES,X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Knox Lake Dam (North),II,,,097-007-01323,GA04867,-82.559444,33.525833,McDuffie,UNKNOWN,,"Knox, Robert E.",P,UNKNOWN,FALSE,RE,X,U,R,1955,,555,34,0,,0,112,90,7,110,L,NR,,5,,,, U,"12""",X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simons Pond Dam,E,,,097-017-01583,GA02254,-82.415,33.36,McDuffie,UNKNOWN,,"Reeves, George",P,SIMON,FALSE,RE,X,U,R,0,,230,18,0,,0,67,54,4,0,L,NR,,5,,,, U,"12""",X,,,,,FALSE,FALSE,FALSE,FALSE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usry Pond Dam,II,SWEETWATER FARM DAM,,097-001-01287,GA02264,-82.452778,33.415556,McDuffie,SWEETWATER CREEK,,"Dallas, Albert H.",P,UNKNOWN,FALSE,RE,X,U,R,1960,,1065,21,0,,0,419,335,26,9170,L,NR,,5,,,, U,"10""",X,,,,,FALSE,TRUE,FALSE,TRUE,,GA,GA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
